cust_id,총구매액,최대구매액,환불금액,주구매상품,주구매지점,내점일수,내점당구매건수,주말방문비율,구매주기
630,10323600,4140000,,침구/수예,분당점,5,1.4,0.0,30
631,34632630,7215600,,가공식품,본  점,36,2.2777777777777777,0.21951219512195122,9
632,87343450,6500000,8776440.0,기타,분당점,131,3.1603053435114505,0.25120772946859904,2
633,1536227450,108560000,17595000.0,디자이너,잠실점,77,2.688311688311688,0.178743961352657,4
634,12178200,4515000,,기타,안양점,3,3.6666666666666665,0.7272727272727273,29
635,24052000,17750000,,모피/피혁,분당점,3,2.0,0.3333333333333333,11
636,4805120,2380000,,농산물,분당점,10,1.7,0.17647058823529413,26
637,153655910,24108000,,화장품,본  점,19,2.5789473684210527,0.24489795918367346,18
638,584539990,49488000,,골프,잠실점,48,1.6875,0.30864197530864196,7
639,67694020,36639000,66752000.0,가공식품,강남점,33,2.3636363636363638,0.15384615384615385,10
640,40523370,15228000,20188800.0,기타,본  점,18,2.0555555555555554,0.32432432432432434,17
641,58387300,17575000,885000.0,화장품,광주점,14,2.7142857142857144,0.18421052631578946,21
642,217879800,58839000,30468000.0,스포츠,광주점,37,2.2162162162162162,0.14634146341463414,8
643,520000,520000,,모피/피혁,청량리점,1,1.0,1.0,0
644,221250,220000,,수산품,분당점,1,2.0,1.0,0
645,3000000,2850000,,섬유잡화,잠실점,1,2.0,0.0,0
646,85000,50000,,가공식품,잠실점,2,2.0,0.25,38
647,164551550,25725000,3354000.0,기타,분당점,28,2.5,0.4142857142857143,11
648,168411880,40000000,420000.0,기타,본  점,24,3.0833333333333335,0.43243243243243246,13
649,271800,244800,,가공식품,청량리점,1,4.0,0.0,0
650,4201350,2795000,,축산가공,강남점,4,3.75,0.2,63
651,8346000,8025000,,화장품,본  점,1,2.0,0.0,0
652,39809850,14400000,12096000.0,농산물,본  점,11,3.727272727272727,0.4878048780487805,22
653,14547600,7938000,,건강식품,청량리점,4,1.0,0.25,81
654,6433000,3808000,,화장품,본  점,3,1.0,0.0,47
655,61027900,10350000,16732000.0,캐주얼,잠실점,19,2.263157894736842,0.2558139534883721,17
656,59812800,29673600,,기타,본  점,18,1.8333333333333333,0.09090909090909091,17
657,55333000,17355000,,디자이너,영등포점,5,1.2,0.5,58
658,59176200,51876000,,가공식품,일산점,7,1.5714285714285714,0.2727272727272727,47
659,932900,390000,,가공식품,강남점,2,3.5,0.14285714285714285,55
660,529748910,47587000,87422000.0,화장품,본  점,64,2.171875,0.19424460431654678,5
661,55086820,11686500,,디자이너,부산본점,15,1.6666666666666667,0.28,22
662,23274000,9126000,,주방용품,영등포점,3,1.3333333333333333,0.0,64
663,5514100,3125000,,셔츠,광주점,3,2.0,0.8333333333333334,28
664,170750,169500,,농산물,영등포점,1,2.0,0.0,0
665,50000,9096000,9530000.0,시티웨어,대전점,3,2.0,0.16666666666666666,2
666,10319140,7380000,12158600.0,섬유잡화,일산점,14,2.2142857142857144,0.5161290322580645,4
667,166364200,114950000,11019000.0,가공식품,노원점,20,2.15,0.27906976744186046,14
668,24902740,15336000,250000.0,가공식품,일산점,7,2.0,0.2857142857142857,41
669,144723300,17600000,,시티웨어,안양점,9,2.2222222222222223,0.25,37
670,40182000,11000000,,화장품,잠실점,4,1.5,0.6666666666666666,72
671,16169250,13125000,,일용잡화,분당점,3,3.0,0.2222222222222222,104
672,10391170,4162500,,기타,분당점,7,2.0,0.21428571428571427,48
673,23268670,9875000,,가공식품,본  점,5,2.0,0.1,59
674,933509250,121072000,161372000.0,아동,일산점,53,2.0943396226415096,0.7387387387387387,6
675,15225520,3996000,,가공식품,잠실점,7,3.857142857142857,0.25925925925925924,43
676,13596000,14300000,3520000.0,시티웨어,일산점,3,1.0,0.3333333333333333,34
677,29642320,10750000,237600.0,가공식품,영등포점,28,3.5714285714285716,0.19,12
678,87305180,23368000,,기타,광주점,12,4.75,0.3157894736842105,22
679,464086420,28704000,,디자이너,본  점,41,3.1707317073170733,0.8,8
680,622700,622700,,일용잡화,청량리점,1,1.0,1.0,0
681,285889500,129096000,,가공식품,본  점,11,3.090909090909091,0.14705882352941177,20
682,9218000,9218000,,디자이너,본  점,1,1.0,0.0,0
683,354110140,58080000,30999000.0,캐주얼,일산점,49,1.9795918367346939,0.2268041237113402,7
684,1704000,1470000,,수산품,영등포점,2,1.5,0.3333333333333333,11
685,42585420,10906000,,농산물,부평점,6,3.8333333333333335,0.34782608695652173,35
686,750000,750000,,스포츠,본  점,1,1.0,0.0,0
687,73380800,27600000,,축산가공,부산본점,16,1.5625,0.04,21
688,98106320,43200000,47433200.0,기타,관악점,31,2.4516129032258065,0.13157894736842105,11
689,46556770,10825000,,캐주얼,일산점,26,2.076923076923077,0.12962962962962962,13
690,15448200,5000000,,아동,잠실점,2,4.0,1.0,4
691,92934090,18963500,3174000.0,디자이너,대전점,12,4.083333333333333,0.4897959183673469,24
692,227230,105600,,기타,분당점,1,7.0,0.0,0
693,66857670,15855000,,일용잡화,부산본점,25,3.24,0.3333333333333333,14
694,9994550,2094400,,수산품,본  점,6,4.5,0.6296296296296297,59
695,34039400,81880000,188570000.0,주방가전,잠실점,9,1.4444444444444444,0.3076923076923077,10
696,11030000,9225000,,스포츠,영등포점,3,1.3333333333333333,0.5,70
697,101989300,11270000,,화장품,잠실점,18,2.3333333333333335,0.35714285714285715,18
698,410244780,37926000,1750000.0,스포츠,잠실점,47,1.9574468085106382,0.45652173913043476,7
699,11104140,4886000,,가공식품,잠실점,12,5.666666666666667,0.14705882352941177,25
700,42777800,17088000,,섬유잡화,잠실점,10,1.8,0.1111111111111111,29
701,21857000,7797000,,화장품,분당점,9,1.3333333333333333,0.25,33
702,14584000,9264000,,디자이너,본  점,2,2.5,0.0,3
703,3326400,2950000,2950000.0,피혁잡화,일산점,4,1.0,1.0,29
704,5000000,5000000,,피혁잡화,대전점,1,1.0,0.0,0
705,111186500,31280000,15000000.0,시티웨어,영등포점,15,1.3333333333333333,0.4,21
706,9359000,8700000,,가공식품,본  점,4,3.0,0.08333333333333333,75
707,301087080,31931400,8106000.0,기타,부평점,66,6.212121212121212,0.2146341463414634,5
708,194087360,53360000,57860000.0,가공식품,본  점,16,1.75,0.32142857142857145,7
709,10720200,7625000,,농산물,잠실점,4,2.75,0.36363636363636365,73
710,171818000,51700000,192000.0,기타,잠실점,16,2.375,0.3157894736842105,19
711,2050000,1968000,,축산가공,본  점,1,2.0,0.0,0
712,46052450,17434000,,화장품,본  점,9,3.0,0.7777777777777778,30
713,2672000,6762000,6762000.0,가공식품,본  점,4,2.0,0.125,41
714,186145500,73700000,93684000.0,명품,잠실점,41,1.853658536585366,0.10526315789473684,8
715,202831730,20430000,37222500.0,기타,분당점,133,4.37593984962406,0.2869415807560137,2
716,1433000,923000,,화장품,분당점,1,3.0,0.0,0
717,4320000,4140000,,모피/피혁,청량리점,1,2.0,1.0,0
718,2600000,2496000,,시티웨어,인천점,1,2.0,0.0,0
719,113116100,10281600,,기타,창원점,24,3.2083333333333335,0.5714285714285714,11
720,168168150,48070000,10879000.0,기타,일산점,75,4.56,0.6140350877192983,4
721,444250,220000,,수산품,잠실점,1,6.0,0.0,0
722,288517600,32850000,15150000.0,기타,잠실점,84,4.428571428571429,0.30913978494623656,4
723,304806150,114540000,53222000.0,디자이너,분당점,33,2.090909090909091,0.11594202898550725,10
724,63525000,19320000,,화장품,본  점,5,2.0,0.0,45
725,49746700,10208000,10208000.0,건강식품,분당점,21,2.380952380952381,0.26,16
726,102731970,36436680,,농산물,대구점,7,3.142857142857143,0.3181818181818182,29
727,31174300,7130000,,남성 캐주얼,본  점,7,2.4285714285714284,0.0,34
728,3725000,3000000,,캐주얼,분당점,2,1.0,0.0,50
729,9501060,7041600,2764800.0,가공식품,대전점,7,4.428571428571429,0.5806451612903226,42
730,7805500,4750000,,건강식품,영등포점,1,4.0,0.0,0
731,160613710,53820000,14445200.0,명품,본  점,33,2.0606060606060606,0.19117647058823528,10
732,16500,12000,,가공식품,분당점,1,2.0,0.0,0
733,48648950,11000000,,가공식품,일산점,11,1.5454545454545454,0.23529411764705882,24
734,46626670,6325000,,기타,분당점,12,2.8333333333333335,0.0,25
735,78646000,25200000,4606000.0,농산물,강남점,21,3.761904761904762,0.012658227848101266,13
736,7992000,7992000,,건강식품,본  점,1,1.0,0.0,0
737,4355000,1925000,,모피/피혁,영등포점,4,2.25,0.0,37
738,588900,228800,,가공식품,본  점,3,3.3333333333333335,0.3,23
739,1405520,266000,,축산가공,분당점,3,9.333333333333334,0.0,12
740,2335950,1075000,,기타,일산점,2,4.0,0.25,10
741,334210900,60030000,,기타,분당점,23,4.521739130434782,0.28846153846153844,14
742,263300,85000,,가공식품,부산본점,2,7.0,0.0,14
743,59863980,9775000,1128000.0,농산물,노원점,31,3.4516129032258065,0.06542056074766354,9
744,287394410,25520000,29826300.0,골프,부평점,57,2.543859649122807,0.4,6
745,139653150,51058000,,가공식품,부산본점,13,1.8461538461538463,0.20833333333333334,26
746,27959720,5439000,11359000.0,모피/피혁,강남점,26,2.0,0.40384615384615385,13
747,20914400,10560000,,차/커피,본  점,6,2.3333333333333335,0.7142857142857143,39
748,83405700,32660000,17272500.0,섬유잡화,잠실점,18,2.2222222222222223,0.2,19
749,10445000,5500000,4250000.0,화장품,잠실점,4,1.25,0.6,62
750,51296000,39900000,,디자이너,영등포점,2,1.0,0.0,119
751,491099460,27000000,26240000.0,기타,일산점,73,2.356164383561644,0.19767441860465115,4
752,859000,444000,,모피/피혁,영등포점,2,2.5,0.6,5
753,133000,133000,,시티웨어,잠실점,1,1.0,0.0,0
754,400670,130000,,수산품,분당점,1,8.0,0.0,0
755,107630,74800,,농산물,분당점,1,3.0,0.0,0
756,1968450,575000,,농산물,본  점,1,12.0,0.0,0
757,11852000,10575000,,시티웨어,잠실점,3,1.6666666666666667,0.0,74
758,4055000,2160000,,구두,영등포점,2,1.5,0.6666666666666666,18
759,302762620,39600000,117470200.0,기타,일산점,66,2.4696969696969697,0.15337423312883436,5
760,22588200,5950000,,화장품,본  점,6,2.0,0.5,49
761,35235300,17304000,,섬유잡화,본  점,16,2.1875,0.22857142857142856,21
762,1115000,920000,,커리어,잠실점,2,1.0,0.5,48
763,980000,980000,,화장품,분당점,1,1.0,0.0,0
764,630000,630000,,피혁잡화,잠실점,1,1.0,1.0,0
765,19229400,8960000,,명품,동래점,2,2.5,0.2,149
766,17351030,7500000,,가공식품,일산점,4,5.5,0.7272727272727273,49
767,120000,120000,,일용잡화,본  점,1,1.0,0.0,0
768,480000,240000,,섬유잡화,분당점,2,1.0,0.0,125
769,27082000,27082000,,디자이너,잠실점,1,1.0,0.0,0
770,177031060,55506000,,시티웨어,분당점,24,1.9166666666666667,0.10869565217391304,13
771,37127980,1955800,,기타,분당점,56,9.053571428571429,0.2603550295857988,6
772,97940120,38134000,,기타,본  점,12,5.166666666666667,0.16129032258064516,26
773,44500,44500,,스포츠,잠실점,1,1.0,1.0,0
774,24862620,12785000,,골프,잠실점,4,1.5,0.3333333333333333,57
775,30212100,14904000,13425000.0,시티웨어,대전점,11,2.1818181818181817,0.25,29
776,4200000,3990000,,섬유잡화,본  점,1,2.0,0.0,0
777,10008600,9933000,,가공식품,본  점,1,2.0,1.0,0
778,295977960,121176000,14182000.0,시티웨어,부평점,24,1.625,0.2564102564102564,14
779,356682750,27566000,9680000.0,디자이너,잠실점,31,1.7741935483870968,0.4,11
780,28160000,28160000,,가구,분당점,1,1.0,0.0,0
781,2374600,810000,,화장품,분당점,3,2.3333333333333335,1.0,35
782,17887670,8500000,,기타,미아점,14,5.0,0.2,25
783,141620020,25375000,,농산물,본  점,51,4.313725490196078,0.25,7
784,537231850,48162000,7316200.0,캐주얼,본  점,63,3.6666666666666665,0.5281385281385281,5
785,288469700,16700000,9080000.0,가공식품,잠실점,36,3.8333333333333335,0.427536231884058,9
786,60731900,10540000,7567000.0,가공식품,본  점,39,2.076923076923077,0.14814814814814814,8
787,94357630,21850000,16119000.0,육류,영등포점,61,2.098360655737705,0.53125,5
788,8784000,8784000,,주방가전,분당점,1,1.0,0.0,0
789,8538110,2380000,,가공식품,분당점,15,5.8,0.3448275862068966,22
790,61555880,6325000,,기타,분당점,44,6.431818181818182,0.3745583038869258,8
791,22199000,9336000,2500000.0,시티웨어,강남점,6,1.8333333333333333,0.45454545454545453,30
792,60163270,7840000,1140000.0,가공식품,부평점,14,4.785714285714286,0.26865671641791045,18
793,6438880,6250000,,캐주얼,잠실점,1,3.0,0.0,0
794,69491860,9675000,920000.0,기타,일산점,18,5.277777777777778,0.4,10
795,998400,998400,,주방용품,미아점,1,1.0,0.0,0
796,271160270,126240000,256107000.0,디자이너,인천점,43,1.813953488372093,0.38461538461538464,8
797,72367900,24310000,2095000.0,섬유잡화,본  점,17,2.176470588235294,0.2702702702702703,14
798,1470000,1470000,,화장품,일산점,1,1.0,0.0,0
799,46920350,3625000,,화장품,강남점,25,3.04,0.5,13
800,303467500,42966000,,디자이너,본  점,13,2.5384615384615383,0.0,24
801,52202000,24586000,,시티웨어,본  점,6,1.6666666666666667,0.0,41
802,38419050,9152000,,기타,잠실점,8,3.375,0.8518518518518519,40
803,43034250,10080000,,농산물,분당점,39,9.307692307692308,0.34710743801652894,4
804,43855780,7630000,1610000.0,가공식품,일산점,25,2.52,0.0,12
805,42199000,7884400,,수산품,본  점,10,2.6,0.6923076923076923,31
806,111657450,14524500,,기타,잠실점,9,2.5555555555555554,0.08695652173913043,21
807,12800,12800,,축산가공,광주점,1,1.0,0.0,0
808,29896440,13536000,1064000.0,기타,광주점,17,2.4705882352941178,0.2857142857142857,20
809,12453750,3500000,980000.0,가공식품,영등포점,9,3.2222222222222223,0.10344827586206896,34
810,213705680,24738000,12948000.0,명품,부산본점,24,2.75,0.12121212121212122,13
811,20160000,13500000,,기타,인천점,2,4.0,0.875,36
812,11111800,5707800,,주방가전,본  점,9,1.2222222222222223,0.0,34
813,0,8000000,8000000.0,스포츠,분당점,2,1.0,0.5,1
814,54250000,42000000,,가구,본  점,3,1.0,0.3333333333333333,24
815,7070000,10450000,11050000.0,섬유잡화,분당점,4,2.25,0.6666666666666666,34
816,57663820,21420000,,가공식품,본  점,19,1.6842105263157894,0.40625,17
817,442411100,28854000,,디자이너,잠실점,38,1.3421052631578947,0.29411764705882354,9
818,381876250,38410000,630000.0,기타,관악점,45,3.0444444444444443,0.48175182481751827,7
819,14798830,8131200,,육류,부산본점,1,12.0,0.0,0
820,23821000,21120000,,섬유잡화,인천점,3,1.6666666666666667,0.0,17
821,14076000,11808000,,주방가전,본  점,2,1.0,0.5,61
822,40713800,20900000,25424000.0,기타,잠실점,12,2.3333333333333335,0.75,29
823,774294770,152400000,43230500.0,가공식품,본  점,122,3.459016393442623,0.3033175355450237,2
824,444020800,56804000,130944000.0,화장품,본  점,28,1.7857142857142858,0.0,12
825,4356000,6534000,2178000.0,디자이너,분당점,2,1.0,0.5,1
826,44227480,4560000,492600.0,농산물,노원점,88,4.443181818181818,0.17647058823529413,3
827,114573800,16077000,7696000.0,시티웨어,광주점,20,3.2,0.0,17
828,1675000,2208000,2304000.0,캐주얼,동래점,3,1.6666666666666667,0.0,52
829,37576450,21620000,,가공식품,본  점,3,5.0,0.13333333333333333,95
830,35468980,9712500,,농산물,광주점,14,3.5,0.10204081632653061,25
831,5338000,5313000,,수산품,본  점,1,2.0,0.0,0
832,28640470,9840000,,남성 캐주얼,청량리점,10,2.3,0.5652173913043478,24
833,95885800,16200000,631200.0,가공식품,잠실점,49,3.2448979591836733,0.16981132075471697,7
834,7816000,3250000,,가공식품,대전점,4,5.75,0.4782608695652174,9
835,109913260,16566000,,화장품,부산본점,30,2.5,0.49333333333333335,12
836,184591370,32400000,,기타,본  점,15,2.933333333333333,0.022727272727272728,22
837,19618320,7176000,,가공식품,본  점,14,2.4285714285714284,0.29411764705882354,21
838,115838480,18780000,1344000.0,캐주얼,잠실점,20,1.8,0.3055555555555556,17
839,27019220,2056800,,농산물,청량리점,57,3.8947368421052633,0.2972972972972973,6
840,984000,575000,,섬유잡화,일산점,2,2.0,0.5,130
841,102568100,17038400,,기타,부평점,11,3.3636363636363638,0.32432432432432434,24
842,3418570,1958000,,가공식품,노원점,2,8.0,0.625,113
843,5022500,5022500,,남성 캐주얼,분당점,1,1.0,0.0,0
844,22950600,5625000,,농산물,분당점,3,4.333333333333333,0.0,36
845,135000,135000,,피혁잡화,부산본점,1,1.0,0.0,0
846,3417300,2440000,,주방용품,관악점,2,3.0,0.0,43
847,26642000,26642000,,화장품,본  점,1,1.0,0.0,0
848,96000,72000,,가공식품,분당점,1,3.0,0.0,0
849,18913000,13275000,,기타,본  점,2,2.0,0.0,49
850,2559930,525000,,차/커피,본  점,12,2.3333333333333335,0.17857142857142858,29
851,176322030,35760000,,기타,잠실점,26,4.730769230769231,0.1951219512195122,12
852,91729770,21850000,,아동,광주점,8,3.375,0.6296296296296297,36
853,33820660,4370000,700000.0,기타,본  점,19,3.473684210526316,0.19696969696969696,18
854,788800,670000,,명품,본  점,2,1.0,0.5,74
855,19800000,19800000,,생활잡화,분당점,1,1.0,0.0,0
856,69502740,11200000,22000000.0,가공식품,본  점,64,2.671875,0.2222222222222222,5
857,72387900,13000000,1075000.0,가공식품,부평점,24,2.375,0.38596491228070173,13
858,5875000,5875000,,화장품,잠실점,1,1.0,0.0,0
859,219133400,45188000,11624800.0,골프,본  점,33,2.4545454545454546,0.9629629629629629,10
860,482559200,36680000,39130000.0,디자이너,잠실점,51,1.4509803921568627,0.16216216216216217,6
861,3790800,2088000,,아동,영등포점,1,2.0,1.0,0
862,13621660,7018000,,가공식품,분당점,11,5.818181818181818,0.34375,25
863,180000,160000,,수산품,분당점,1,2.0,0.0,0
864,1726200,1050000,,시티웨어,안양점,2,1.0,0.0,10
865,156194650,17850000,420000.0,가공식품,대전점,31,2.3870967741935485,0.4594594594594595,10
866,1089999700,97713000,74409400.0,아동,본  점,74,2.7162162162162162,0.10945273631840796,4
867,49109740,8592000,2160000.0,가공식품,잠실점,28,3.0714285714285716,0.7093023255813954,12
868,87700310,30360000,,기타,분당점,75,3.5866666666666664,0.4423791821561338,4
869,10125000,10125000,,화장품,동래점,1,1.0,1.0,0
870,41264200,7925000,3576000.0,일용잡화,강남점,15,5.0,0.17333333333333334,23
871,56600600,45600000,,화장품,본  점,4,2.25,0.2222222222222222,31
872,5818400,3472000,,일용잡화,본  점,2,4.5,0.0,125
873,465302600,114540000,,디자이너,부산본점,16,2.3125,0.16216216216216217,20
874,24841320,7832000,,기타,분당점,34,3.823529411764706,0.16153846153846155,10
875,29493000,10406000,,시티웨어,본  점,5,1.6,0.5,59
876,77020000,27192000,,기타,분당점,7,2.4285714285714284,0.0,43
877,15095500,13000000,,가공식품,본  점,2,7.0,0.35714285714285715,34
878,19604750,10550000,,시티웨어,분당점,5,1.8,0.0,46
879,505000,345000,,가공식품,부평점,2,5.0,0.0,12
880,142380800,36128000,,화장품,본  점,25,2.12,0.22641509433962265,12
881,36250000,24000000,,남성정장,대전점,2,1.5,0.0,2
882,3304000,1958000,,주방용품,본  점,2,1.5,0.0,17
883,28573620,9618000,,가공식품,일산점,15,2.066666666666667,0.25806451612903225,20
884,12481830,1975000,,수산품,청량리점,17,4.823529411764706,0.43902439024390244,21
885,50531700,7590000,,농산물,분당점,65,5.0,0.10153846153846154,5
886,179507350,23164800,,수산품,본  점,17,4.9411764705882355,0.44047619047619047,21
887,1752000,1752000,,피혁잡화,영등포점,1,1.0,0.0,0
888,56657210,9450000,5164000.0,수산품,미아점,54,5.018518518518518,0.3837638376383764,6
889,183637970,36480000,31450700.0,기타,본  점,63,3.1587301587301586,0.15577889447236182,5
890,7540500,2750000,,일용잡화,분당점,9,2.7777777777777777,0.44,34
891,1019073800,125028000,,트래디셔널,잠실점,23,2.5652173913043477,0.711864406779661,15
892,22055940,7152000,,농산물,잠실점,11,6.454545454545454,0.19718309859154928,32
893,1521500,800000,,주방용품,본  점,1,2.0,0.0,0
894,15070400,12425000,,수산품,잠실점,3,3.0,0.2222222222222222,86
895,90685600,24570900,,골프,잠실점,9,1.5555555555555556,0.5714285714285714,12
896,2875000,15010000,15010000.0,모피/피혁,본  점,2,1.5,0.0,1
897,120995600,42480000,1464000.0,가공식품,잠실점,14,2.857142857142857,0.15,4
898,240000,240000,,섬유잡화,본  점,1,1.0,0.0,0
899,483613720,55530000,139392000.0,기타,본  점,108,2.4444444444444446,0.29545454545454547,3
900,148919540,21850000,19904000.0,디자이너,본  점,38,2.3947368421052633,0.16483516483516483,9
901,3360000,1960000,,모피/피혁,강남점,1,4.0,0.0,0
902,193256600,34546000,22750000.0,골프,대전점,18,2.8333333333333335,0.21568627450980393,18
903,47428060,9120000,1532000.0,가공식품,부산본점,83,4.469879518072289,0.16711590296495957,4
904,216714760,37135800,12999600.0,농산물,분당점,72,5.333333333333333,0.1640625,4
905,31704700,9482500,510000.0,가공식품,포항점,14,3.357142857142857,0.44680851063829785,22
906,22454500,6804000,,가공식품,분당점,7,2.4285714285714284,0.35294117647058826,28
907,69109380,7280000,2352000.0,농산물,본  점,47,4.340425531914893,0.4019607843137255,7
908,512680,512680,,육류,안양점,1,1.0,0.0,0
909,55715540,9000000,3402000.0,화장품,본  점,16,2.3125,0.2702702702702703,21
910,31636890,6118000,,가공식품,부산본점,10,3.8,0.0,30
911,172859050,67628000,27514900.0,기타,분당점,36,8.11111111111111,0.22945205479452055,9
912,29210000,29210000,,대형가전,본  점,1,1.0,0.0,0
913,36940260,9306000,12344000.0,가공식품,잠실점,34,2.176470588235294,0.32432432432432434,10
914,59882000,37935000,,골프,본  점,5,3.0,0.6666666666666666,50
915,115991100,9120000,13578500.0,기타,강남점,40,3.2,0.4375,8
916,194515020,22000000,9260000.0,기타,분당점,56,2.75,0.24025974025974026,6
917,48296000,39560000,4464000.0,시티웨어,노원점,4,1.5,0.0,55
918,2972000,2178000,1458000.0,모피/피혁,영등포점,3,4.0,0.4166666666666667,18
919,1670400,1600800,,스포츠,부산본점,1,2.0,0.0,0
920,3125000,3125000,,화장품,노원점,1,1.0,1.0,0
921,222500,180000,,가공식품,청량리점,1,6.0,0.0,0
922,7097000,3996000,,건강식품,본  점,2,1.0,0.5,6
923,366170,161500,,농산물,강남점,1,7.0,0.0,0
924,2112000,2024000,,스포츠,영등포점,1,2.0,1.0,0
925,2717950,1300000,,농산물,본  점,4,3.0,0.0,67
926,208900850,25260000,,화장품,분당점,27,1.7777777777777777,0.3333333333333333,13
927,667028830,54142000,97635000.0,농산물,미아점,111,3.684684684684685,0.2860635696821516,3
928,15831780,3000000,,기타,미아점,12,2.4166666666666665,0.3793103448275862,26
929,15528000,11760000,,시티웨어,광주점,2,1.5,0.0,106
930,10849710,5760000,,가공식품,본  점,11,2.5454545454545454,0.5357142857142857,24
931,67430000,23166000,,디자이너,본  점,4,2.5,0.8,43
932,97297650,12900000,,농산물,본  점,38,3.3157894736842106,0.031746031746031744,9
933,2358200,1192500,,섬유잡화,잠실점,2,2.0,1.0,41
934,12803700,4320000,,가공식품,강남점,10,2.8,0.25,21
935,77232410,24640000,,농산물,잠실점,45,5.466666666666667,0.36585365853658536,7
936,81281400,22260000,,기타,본  점,11,2.090909090909091,0.6521739130434783,28
937,445936750,31887500,15304500.0,기타,노원점,116,6.267241379310345,0.24484181568088034,3
938,152768250,25296000,4876000.0,기타,일산점,20,3.8,0.2894736842105263,12
939,72247170,21375000,,농산물,부산본점,16,4.1875,0.05970149253731343,21
940,96434830,23391000,,가공식품,본  점,56,3.9107142857142856,0.5570776255707762,6
941,420000,420000,,농산물,본  점,1,1.0,0.0,0
942,10900,10900,,일용잡화,광주점,1,1.0,0.0,0
943,6512130,3328000,,수산품,본  점,4,3.0,0.5,21
944,4175000,4175000,,화장품,잠실점,1,1.0,0.0,0
945,227942120,54450000,,명품,동래점,20,2.1,0.47619047619047616,16
946,28414400,34500000,49363000.0,화장품,본  점,21,1.2380952380952381,0.34615384615384615,16
947,11000000,10500000,,커리어,본  점,1,2.0,0.0,0
948,28679540,12604000,,가공식품,잠실점,12,3.25,0.5384615384615384,28
949,108056900,11500000,7000000.0,기타,잠실점,12,2.75,0.30303030303030304,24
950,381844340,43848000,17128750.0,기타,인천점,83,4.72289156626506,0.29591836734693877,4
951,425673320,27500000,12897600.0,스포츠,잠실점,66,2.6818181818181817,0.3163841807909605,5
952,457536760,24304000,104973800.0,농산물,본  점,92,3.8043478260869565,0.13714285714285715,3
953,125721910,23376000,1669000.0,시티웨어,분당점,22,2.090909090909091,0.391304347826087,14
954,6336000,6336000,,건강식품,잠실점,1,1.0,0.0,0
955,5075000,5075000,,화장품,잠실점,1,1.0,0.0,0
956,31242990,17622000,,축산가공,광주점,23,5.086956521739131,0.4700854700854701,15
957,40480000,40480000,,모피/피혁,본  점,1,1.0,0.0,0
958,38000,38000,,캐주얼,잠실점,1,1.0,1.0,0
959,75760300,60280000,1375000.0,스포츠,부산본점,6,2.3333333333333335,0.2857142857142857,51
960,391260,150000,,축산가공,분당점,1,6.0,0.0,0
961,32805660,6393600,1989400.0,기타,본  점,57,2.0350877192982457,0.08620689655172414,6
962,130194460,8100000,11300000.0,기타,분당점,69,10.028985507246377,0.23699421965317918,5
963,36051000,14256000,,시티웨어,영등포점,5,1.6,0.625,46
964,4708000,4708000,,디자이너,영등포점,1,1.0,0.0,0
965,13619760,4884000,,가공식품,본  점,7,1.8571428571428572,0.15384615384615385,39
966,650000,650000,,농산물,영등포점,1,1.0,0.0,0
967,193276570,19278000,10290000.0,기타,분당점,36,3.5,0.14285714285714285,9
968,33401980,11750000,12715000.0,골프,본  점,12,2.3333333333333335,0.03571428571428571,25
969,214468530,8100000,3640000.0,스포츠,부평점,118,2.4322033898305087,0.3588850174216028,3
970,20246500,13800000,,가구,영등포점,3,1.0,0.3333333333333333,14
971,91690940,38410000,11740000.0,스포츠,잠실점,36,1.9444444444444444,0.4,9
972,96722900,17960000,,남성 캐주얼,영등포점,16,1.6875,0.4074074074074074,21
973,7048660,5473000,,가공식품,인천점,5,5.4,0.5185185185185185,62
974,494797870,38800000,64785500.0,가공식품,부평점,49,2.5918367346938775,0.2677165354330709,6
975,1025600,1020000,,캐주얼,잠실점,2,1.0,0.5,44
976,7775700,1980000,,섬유잡화,분당점,4,2.0,0.25,40
977,309636350,18936000,912000.0,기타,본  점,70,3.7142857142857144,0.2153846153846154,4
978,154100000,154100000,,주방가전,분당점,1,1.0,0.0,0
979,96954550,14490000,10326400.0,기타,잠실점,31,2.4516129032258065,0.039473684210526314,11
980,1182360,178500,,농산물,관악점,2,10.5,0.0,65
981,7609400,3800000,,일용잡화,분당점,3,2.0,0.0,54
982,55975450,11250000,1700000.0,수산품,본  점,22,2.590909090909091,0.24561403508771928,15
983,38680800,14250000,,기타,부평점,20,4.05,0.37037037037037035,16
984,150098050,17640000,11592800.0,시티웨어,잠실점,66,2.8181818181818183,0.2903225806451613,5
985,372428960,75000000,,수산품,본  점,40,3.45,0.37681159420289856,9
986,2148000,1500000,,구두,잠실점,2,1.5,0.0,17
987,4072470,2415000,,육류,분당점,5,2.2,0.36363636363636365,49
988,50514600,29136000,31154000.0,스포츠,부산본점,17,2.0588235294117645,0.2,20
989,28513700,15870000,4762800.0,트래디셔널,일산점,11,1.9090909090909092,0.23809523809523808,30
990,143724150,7392000,12032000.0,캐주얼,미아점,51,3.9411764705882355,0.6467661691542289,6
991,877000,637000,,섬유잡화,분당점,1,2.0,0.0,0
992,6643300,3996000,,농산물,부산본점,3,3.0,0.2222222222222222,74
993,1160200,828000,,가공식품,잠실점,2,3.0,0.8333333333333334,11
994,9691400,2375000,,캐주얼,인천점,7,2.0,0.35714285714285715,45
